matiere,cours,question n,source,texte de la question,option A,option B,option C,option D,option E,reponse
theme 10,Appareil génital masculin,2,(Janvier 2021),La prostate:,A une base crâniale et un sommet caudal,Répond en avant au plexus veineux de Santorini,Ses faces latérales et post sont entourées par des sphincters striés,Séparée de la vessie par le fascia de Denonvillier,Est vascularisée par des branches issues de l'artère iliaque externe,AB
theme 10,Appareil génital masculin,3,(Janvier 2012 & Ancien th13),Le canal déférent:,Se jette au niveau de la face antérieure de la vessie,Il se continue par le canal éjaculateur,Il est palpable sur toute sa longueur,Il fait partie des éléments du cordon spermatique,Il a une fonction sécrétoire,BCD
theme 10,Appareil génital masculin,4,(Mars 2002 & Ancien th13),"L'aponévrose périnéale moyenne, chez l'homme:",Est encore appelée diaphragme uro-génital,Est traversée par l'urètre,Elle fixe la face inférieure du bulbe aux branches ischio-pubiennes,Elle contient dans son épaisseur le pédicule vasculo-nerveux honteux interne (pudendal),Elle est constituée par un seul feuillet fibreux recouvrant le muscle transverse profond du périnée,ABD
theme 10,Appareil génital masculin,5,(Juillet 2001 & Ancien th13),La loge prostatique,Est constituée par plusieurs feuillets aponévrotiques pelviennes,La face postérieure de la prostate est oblique en bas et en avant et divisée en deux lobes par un sillon médian vertical,La paroi postérieure de l'urètre prostatique est soulevée par le Veru-Montanum,La vésicule séminale et le canal déférent se réunissent à l'intérieur du parenchyme prostatique,Le canal éjaculateur s'ouvre dans l'urètre par l'utricule prostatique,BC
theme 10,Appareil génital masculin,6,(Juillet 2001 & Ancien th13),Choisir la (les) bonne(s) réponse(s):,Le plexus veineux pampiniforme gauche se draine directement dans la veine cave inférieure,L'artère funiculaire est une branche de l'artère épigastrique,L'artère déférentielle donne l'artère épididymaire antérieure et l'artère épididymaire postérieure,La vaginale couvre totalement le testicule et l'épididyme,Autour de la vaginale on rencontre de la profondeur à la superficie 6 tuniques,B
theme 10,Appareil génital masculin,7,(Mars 1998 & Ancien th13),Choisir la (les) bonne(s) réponse(s):,L'albuginée engaine uniquement le testicule,La vaginale entoure le testicule et l'épididyme,L'artère déférentielle est une branche de l'artère épigastrique,L'artère spermatique ou testiculaire se divise au niveau de l'union tête-corps de l'épididyme en deux collatérales épididymaires,Le plexus veineux pampiniforme gauche se draine dans la veine rénale gauche,BE
theme 10,Appareil génital masculin,8,([Niveau1]),La prostate:,Contient le sphincter lisse de l'urètre,Entoure la portion initiale de l'urètre,Est en rapport en arrière avec l'aponévrose prostato-péritonéale,Est vascularisée par des branches de l'artère hypogastrique,Reçoit les canaux déférents et les vésicules séminales,BDE
theme 10,Appareil génital masculin,9,,Le nerf honteux interne innerve,Le sphincter strié de l'urètre,Le muscle psoas iliaque,Le muscle bulbo-caverneux,Le détrusor,Aucune réponse n'est correcte,ACD
theme 10,Appareil génital masculin,10,,Le veru-Montanum est-il situé dans:,La vessie,L'urètre antérieur,L'urètre postérieur,L'urètre spongieux,Aucune réponse n’est correcte,C
theme 10,La vessie,1,"(Juillet 2003, [niveau1])",La vessie :,La base vésicale correspondant à la partie formée par la face postéro inférieure.,"La calotte vésicale superficielle ou dôme vésical est la partie mobile, extensible et contractile.",La couche moyenne du détrusor donne les ligaments pubo-vésicaux.,Le bas-fond vésical se définit comme la partie de la face postéro inférieure située en avant du bourrelet interurétéral.,Aucune reponse n'est juste,B
theme 10,La vessie,2,"(Juillet 2003, [niveau1])",La vascularisation artérielle de la vessie.,Le pédicule artériel supérieur chez l'homme est formé par trois ou quatre branches provenant de l'artère honteuse interne.,Le pédicule artériel antérieur est le plus important.,L'artère vésico prostatique est essentiellement l'artère du trigone vésical .,Le pédicule artériel inférieur chez la femme est formé uniquement par l'artère utérine.,Aucune reponse n'est juste,C
theme 10,La vessie,3,"(Juillet 2003, [niveau1])",La vascularisation veineuse et lymphatique de la vessie.,Le pédicule veineux latéral est moins important que les deux autres.,Le pédicule veineux antérieur chez est formé par deux volumineuses veines paramédianes qui descendent sur la face antérieure de la vessie et se déversent en bas dans le plexus veineux pré-prostatique de Santorini et delà gagnent les veines honteuses internes.,Les lymphatiques de la partie postérieure de la vessie se rendent aux ganglions iliaques externes.,Les lymphatiques du col vésical longent les lames sacro-recto-génito-vésico-pubiennes pour gagner les ganglions du promontoire.,Aucune reponse n'est juste,BD
theme 10,La vessie,4,"(Juillet 2003, [niveau1])",Le pelvis :,Les lames sacro-génito-vésico-pubiennes sont doublées et renforcées sur leur face interne par le plexus hypogastrique.,L'aponévrose ombilico-prévésicale s'insère sur la face postéro-inférieure de la vessie.,La tente de l'artère ou rectale moyenne constitue l'aileron latéral du rectum.,Les muscles pyramidal et obturateur interne séparent la cavité pelvienne du périnée.,Aucune reponse n'est juste,BC
theme 10,La vessie,5,"(Juillet 2001, [niveau1])",Concernant la vessie :,"Lorsqu'elle est pleine, la vessie a une forme ovoïde, globuleuse.",La base vésicale correspondant à la partie formée par la face antéro-inférieure et la face supérieure.,La couche moyenne du détrusor est formée de fibres longitudinales descendant du sommet vers la base.,"C'est à partir de ces fibres que se constituent en avant de la partie inférieure de la face antérieure de la vessies les ligaments pubo-vésicaux la couche superficielle du détrusor est formée de fibres circulaires qui, à la partie inférieure, au niveau du col vésical forment le sphincter lisse.",Le bas-fond vésical se définit comme la partie de la face postéro-inférieure située en arrière du bourrelet inter-urétéral.,AE
theme 10,La vessie,6,"(Juillet 2001, [niveau1])",Concernant la vessie :,Le pédicule artériel supérieur est formé par trois ou quatre branches provenant de l'artère hypogastrique .Il s’y ajoute parfois quelques rameaux nés de l’artère obturatrice.,Le pédicule artériel inférieur est le plus important et a une constitution différente chez la femme.,L'artère vésico-prostatique est essentiellement l'artère du trigone vésical.,Le pédicule artériel antérieur chez la femme est formé par l'artère utérine.,"Le pédicule veineux antérieur est formé par deux volumineuses veines paramédianes qui descendent sur la face antérieure de la vessie et se déversent en bas dans le plexus veineux pré-prostatique de Santorini, et de là gagnent les veines honteuses internes.",CE
theme 10,La vessie,7,"(Juillet 2001, [niveau1])",La vessie et l'urètre :,Les lymphatiques de la partie postérieure de la vessie se rendent aux ganglions iliaques externes.,"Chez la femme, le trigone vésical répond en arrière à la cloison vésico-vaginal et le bas-fond vésical.",L'urètre masculin présente quatre portions dilatées.,L'urètre fixe correspond uniquement à l'urètre prostatique.,Le segment périnéal de l'urètre féminin est plus court que le segment pelvien.,B
theme 10,La vessie,8,"(Novembre 1999, [niveau1])",La vessie :,Lorsque la vessie est pleine  toutes ses faces se distendent.,Le bas-fond vésical est situé en avant du trigone vésical.,Le ligament pubo-vésical dérive de la couche superficielle du détrusor.,Toutes les artères de la vessie sont des branches de l'artère honteuse interne.,La disposition des veines de la vessie se groupe en trois pédicules et elle est différente de celle des artères.,CE
theme 10,La vessie,9,"(sans date, [niveau1])",La vessie :,Sa paroi possède 3 couches musculaires.,Est entourée par un réseau veineux bien développé.,Reçoit les 2 canaux déférents.,Dépasse la symphyse pubienne quand elle est pleine.,Est vascularisée exclusivement par l'artère ombilicale.,ABD
theme 10,La vessie,10,"(sans date, [niveau1])",La vessie :,Est en rapport en haut avec les anses intestinales.,Est en rapport en avant la symphyse pubienne.,Est en rapport en bas avec la prostate.,Est péritonisée sur toutes ses faces.,Est reliée à la symphyse pubienne par l'ouraque.,BC
theme 10,La vessie,11,( [niveau1]),Le trigone vésical est-il ?,Mobile.,Sommet.,Base de la vessie.,Triangulaire.,Rectangulaire.,CD
theme 10,l'urètre masculin,4,,L'urètre membranaire masculin:,Constitue la portion la plus courte de l'urètre,Est enveloppé par des corps érectiles,Traverse l'aponévrose moyenne du périnée,Reçoit les canaux éjaculateurs,Unit l'urètre prostatique à l'urètre spongieux,ACE.
theme 10,la region retro-peritoneale mediale,1,(Janvier 2022),Le tronc cœliaque,Nait à la hauteur de T12.,Nait de la face latérale de l'aorte.,Nait de l'aorte juste au-dessous de l'artère mésentérique supérieure.,Se divise en 3 branches.,Donne l'artère diaphragmatique inférieure.,AD
theme 10,la region retro-peritoneale mediale,2,(Janvier 2022),L'artère mésentérique supérieure,Nait de la face antérieure de l'aorte abdominale.,Nait juste au-dessous de l'artère rénale.,Nait en regard de L1.,Donne l'artère splénique et gastrique gauche.,Donne l'artère surrénalienne supérieure.,AC
theme 10,la region retro-peritoneale mediale,3,(Janvier 2022),L'artère mésentérique supérieure,Nait de la face antérieure de l'aorte.,Est située dans l'espace rétropéritonéal latéral.,Est située à gauche de la veine cave.,Se termine au niveau du bassin.,Se termine en donnant les artères iliaques primitives et l'artère sacrée médiane.,AC
theme 10,la region retro-peritoneale mediale,4,(Janvier 2022),L'espace rétropéritonéal médian est limité,En haut par le diaphragme.,En bas de façon conventionnelle par le coccyx.,Latéralement de façon conventionnelle par un double plan sagittal passant par le sommet des processus transverses.,En arrière par le plan osseux des 2 dernières vertèbres thoraciques et 5 vertèbres lombaires.,En avant par la paroi abdominale.,ACDE
theme 10,la region retro-peritoneale mediale,5,(Janvier 2022),"Le plexus cœliaque est formé par 3 paires ganglionnaires, qui sont",Les ganglions semi-lunaires.,Les ganglions mésentériques supérieurs.,Les ganglions aortico-rénaux.,Les ganglions mésentériques inférieurs.,Les ganglions gonadiques.,ABC
theme 10,la region retro-peritoneale mediale,6,(Janvier 2022),Les branches afférentes du plexus solaire comprennent,Le nerf vague droit.,Le nerf grand splanchnique.,Le nerf petit splanchnique.,Le nerf splanchnique inférieur.,Le nerf vague gauche.,ABCD
theme 10,la region retro-peritoneale mediale,7,(Janvier 2021),La région rétropéritonéale médiane,Est limitée en avant par le péritoine antérieur.,Ne communique pas avec le médiastin.,Contient les 2 reins et les surrénales.,Renferme les chaînes péri-rachidiennes para-sympathiques.,Toutes les propositions sont fausses.,E
theme 10,la region retro-peritoneale mediale,8,(Janvier 2021),La veine cave inférieure,Est en avant de la surrénale droite.,Reçoit la veine gonadique gauche qui est plus longue que la droite.,Communique avec la veine cave supérieure par le système azygos.,Passe dans la pince aortico-mésentérique.,Aucune réponse n’est correcte,AC
theme 10,la region retro-peritoneale mediale,9,(Janvier 2021),Le canal thoracique,Résulte de la confluence des 2 troncs lombaires et du tronc intestinal.,Se termine dans l'artère axillaire gauche.,Traverse l'hiatus aortique en arrière de l'aorte.,Draine les lymphatiques du membre supérieur droit.,Toutes les réponses sont fausses.,AC
theme 10,la region retro-peritoneale mediale,10,(Janvier 2019),L'aorte abdominale,Répond en arrière au canal thoracique.,Donne naissance au niveau de sa face postérieure aux cinq artères lombaires.,Se termine en regard de L3-L4.,Présente un contact étroit avec la chaîne sympathique lombaire gauche.,Siège en arrière de la veine rénale gauche.,ACE
theme 10,la region retro-peritoneale mediale,11,(Janvier 2019),La veine cave inférieure,Est en avant de l'artère rénale droite.,Répond en arrière à la tête du pancréas.,Communique avec la veine cave supérieure à travers les anastomoses œsophagiennes.,Donne naissance à la racine interne de la grande azygos.,Draine tout le sang veineux provenant des membres inférieurs et de la cavité abdominale.,AD
theme 10,la region retro-peritoneale mediale,12,(Janvier 2019),Le plexus cœliaque,Est intra-péritonéal.,Est formé uniquement par les ganglions semi-lunaires situés à l'origine du tronc cœliaque.,Reçoit des branches provenant des nerfs splanchniques thoraciques.,Présente des interconnexions nerveuses avec le plexus inter-mésentérique.,Reçoit des fibres parasympathiques provenant du plexus honteux.,CB
theme 10,la region retro-peritoneale mediale,13,(Juillet 2003),Le conduit (Canal) Thoracique,Traverse le diaphragme avec l'aorte.,Prend naissance en regard de la quatrième vertèbre lombaire.,Draine toute la lymphe du corps à l'exception de celle du membre supérieur gauche et de la moitié gauche de la tête et du cou.,Se termine dans la veine sub-clavière gauche.,Aucune reponse n’est correcte.,AD
